"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"ctfmon","1","582","2203618590720","45924352","10059776","21888",,,,,"16.265625",,,,,"Process",,,"13",,"False","2026/5/3 10:22:24",,"8264",".",,,,"21888","21888","10059776","10059776","457528","457528","10338304","10338304","48865280","48865280","2203622785024","304562176",,,"10059776","10059776",,"1",,"System.Diagnostics.ProcessThreadCollection","582","2203618590720","300367872","False",,,,"45924352","45924352",,,"00:00:11.5156250","00:00:16.2656250","00:00:04.7500000","ctfmon","0","","True",,
"dllhost","1","127","2203439599616","12046336","1925120","7760","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}",,"Microsoft Corporation","0.359375","10.0.26100.1882 (WinBuild.160101.0800)","10.0.26100.1882","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5180","8",,"False","2026/5/3 17:08:59",,"6308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7760","7760","1925120","1925120","139848","139848","2121728","2121728","12328960","12328960","2203442229248","124006400","True","Normal","1925120","1925120","255","1",,"System.Diagnostics.ProcessThreadCollection","127","2203439599616","121376768","False",,,,"12046336","12046336",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.2187500","00:00:00.3593750","00:00:00.1406250","dllhost","0","","True",,
"dllhost","1","400","2203644473344","24121344","6311936","24760","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}",,"Microsoft Corporation","1.109375","10.0.26100.1882 (WinBuild.160101.0800)","10.0.26100.1882","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4132","8",,"False","2026/5/3 10:22:20",,"7316",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24760","24760","6311936","6311936","239928","239928","7847936","7847936","25288704","25288704","2203648208896","329986048","True","Normal","6311936","6311936","255","1",,"System.Diagnostics.ProcessThreadCollection","400","2203644473344","326250496","False",,,,"24121344","24121344",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.5781250","00:00:01.1093750","00:00:00.5312500","dllhost","0","","True",,
"dwm","1","1192","2204239331328","127709184","98521088","57672",,,,,,,,,,"Process",,,"13",,,,,"1776",".",,,,"57672","57672","98521088","98521088","2007176","2007176","231141376","231141376","315437056","315437056","2204559794176","1241571328",,,"98521088","98521088",,"1",,"System.Diagnostics.ProcessThreadCollection","1192","2204239331328","921108480","False",,,,"127709184","127709184",,,,,,"dwm","0","","True",,
"explorer","1","3984","2204624744448","385572864","151285760","124464","C:\WINDOWS\Explorer.EXE","C:\WINDOWS\Explorer.EXE",,"Microsoft Corporation","90.40625","10.0.26100.1301 (WinBuild.160101.0800)","10.0.26100.1301","Windows Explorer","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5548","8",,"False","2026/5/3 10:22:13",,"5632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","124464","124464","151285760","151285760","3288080","3288080","318685184","318685184","552484864","552484864","2204887248896","1569026048","True","Normal","151285760","151285760","255","1",,"System.Diagnostics.ProcessThreadCollection","3984","2204624744448","1306521600","False",,,,"385572864","385572864",,"System.Diagnostics.ProcessModule (Explorer.EXE)","00:00:45.2500000","00:01:30.4062500","00:00:45.1562500","explorer","131094","","True",,
"fontdrvhost","1","42","2203522818048","7913472","3932160","8032",,,,,,,,,,"Process",,,"8",,,,,"596",".",,,,"8032","8032","3932160","3932160","272512","272512","3973120","3973120","9986048","9986048","2203523342336","205119488",,,"3932160","3932160",,"1",,"System.Diagnostics.ProcessThreadCollection","42","2203522818048","204595200","False",,,,"7913472","7913472",,,,,,"fontdrvhost","0","","True",,
"fontdrvhost","0","42","2203429801984","4300800","1880064","6264",,,,,,,,,,"Process",,,"8",,,,,"684",".",,,,"6264","6264","1880064","1880064","90840","90840","2084864","2084864","5521408","5521408","2203431374848","113152000",,,"1880064","1880064",,"0",,"System.Diagnostics.ProcessThreadCollection","42","2203429801984","111579136","False",,,,"4300800","4300800",,,,,,"fontdrvhost","0","","True",,
"Idle","0","0","4096","8192","57344","136",,,,,,,,,,"Process",,,"0",,,,,"0",".",,,,"136","136","57344","57344","0","0","57344","57344","8192","8192","4096","4096",,,"57344","57344",,"0",,"System.Diagnostics.ProcessThreadCollection","0","4096","4096","False",,,,"8192","8192",,,,,,"Idle","0","","True",,
"lsass","0","1510","2203505745920","33837056","10137600","25840",,,,,,,,,,"Process",,,"9",,,,,"960",".",,,,"25840","25840","10137600","10137600","315232","315232","11292672","11292672","35160064","35160064","2203511787520","193564672",,,"10137600","10137600",,"0",,"System.Diagnostics.ProcessThreadCollection","1510","2203505745920","187523072","False",,,,"33837056","33837056",,,,,,"lsass","0","","True",,
"Memory Compression","0","0","826408960","722976768","1937408","0",,,,,,,,,,"Process",,,"8",,,,,"2488",".",,,,"0","0","1937408","1937408","4352","4352","1970176","1970176","880295936","880295936","970588160","970588160",,,"1937408","1937408",,"0",,"System.Diagnostics.ProcessThreadCollection","0","826408960","826408960","False",,,,"722976768","722976768",,,,,,"Memory Compression","0","","True",,
"MicrosoftEdgeUpdate","0","241","215920640","8232960","6955008","21064",,,,,,,,,,"Process",,,"8",,,,,"5244",".",,,,"21064","21064","6955008","6955008","191664","191664","7909376","7909376","23105536","23105536","224296960","224296960",,,"6955008","6955008",,"0",,"System.Diagnostics.ProcessThreadCollection","241","215920640","215920640","False",,,,"8232960","8232960",,,,,,"MicrosoftEdgeUpdate","0","","True",,
"MpDefenderCoreService","0","456","2203505770496","24215552","9887744","15400",,,,,,,,,,"Process",,,"8",,,,,"3456",".",,,,"15400","15400","9887744","9887744","243648","243648","11169792","11169792","28643328","28643328","2203512127488","193904640",,,"9887744","9887744",,"0",,"System.Diagnostics.ProcessThreadCollection","456","2203505770496","187547648","False",,,,"24215552","24215552",,,,,,"MpDefenderCoreService","0","","True",,
"msedge","1","216","3813832933376","39739392","21098496","17680","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=2 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1777774920009700 --launch-time-ticks=18919746609 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=7320,i,7113103505732234410,9195152528065171417,2097152 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190709010674959568 --mojo-platform-channel-handle=4980 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.734375","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2852","4",,"False","2026/5/3 17:19:27",,"916",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17680","17680","21098496","21098496","839424","839424","21155840","21155840","39739392","39739392","3813841321984","-89636864","True","Idle","21098496","21098496","255","1",,"System.Diagnostics.ProcessThreadCollection","216","3813832933376","-98025472","False",,,,"39739392","39739392",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.3593750","00:00:00.7343750","00:00:00.3750000","msedge","0","","True",,
"msedge","1","350","2358607187968","49299456","21708800","20408","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --startup-read-main-dll --metrics-shmem-handle=2444,i,15657125923129327002,13927712442386609348,524288 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2464 /prefetch:11","System.Diagnostics.Process (msedge)","Microsoft Corporation","14.3125","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3180","8",,"False","2026/5/3 10:31:10",,"1164",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20408","20408","21708800","21708800","891384","891384","32489472","32489472","60260352","60260352","2358761435136","824389632","True","Normal","21708800","21708800","255","1",,"System.Diagnostics.ProcessThreadCollection","350","2358607187968","670142464","False",,,,"49299456","49299456",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:05.4531250","00:00:14.3125000","00:00:08.8593750","msedge","0","","True",,
"msedge","1","432","2358615220224","40816640","17051648","20472","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=5708,i,3320322279689903487,8904706493019037647,524288 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190708994745248135 --mojo-platform-channel-handle=4068 /prefetch:14","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.3125","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5736","8",,"False","2026/5/3 10:31:13",,"1988",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20472","20472","17051648","17051648","1064088","1064088","18501632","18501632","43016192","43016192","2358665560064","728514560","True","Normal","17051648","17051648","255","1",,"System.Diagnostics.ProcessThreadCollection","432","2358615220224","678174720","False",,,,"40816640","40816640",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.1250000","00:00:02.3125000","00:00:01.1875000","msedge","0","","True",,
"msedge","1","404","3813926154240","37347328","98271232","28528","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --instant-process --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=2 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1777774920009700 --launch-time-ticks=576029497 --skip-read-main-dll --metrics-shmem-handle=7044,i,14152570691489718215,7272947443325665938,2097152 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190709000367499229 --mojo-platform-channel-handle=7076 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","10.375","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4168","4",,"False","2026/5/3 10:31:36",,"2712",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28528","28528","98271232","98271232","851288","851288","160944128","160944128","236560384","236560384","3815980613632","2049654784","True","Idle","98271232","98271232","255","1",,"System.Diagnostics.ProcessThreadCollection","404","3813926154240","-4804608","False",,,,"37347328","37347328",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:02.4843750","00:00:10.3750000","00:00:07.8906250","msedge","0","","True",,
"msedge","1","254","2358514405376","32628736","12087296","13880","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --video-capture-use-gpu-memory-buffer --ssd-no-pressure-read-main-dll --metrics-shmem-handle=7352,i,13918189343981353829,12914653159513427906,524288 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190709002241582927 --mojo-platform-channel-handle=6244 /prefetch:14","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.953125","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6092","8",,"False","2026/5/3 10:32:10",,"4436",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13880","13880","12087296","12087296","917000","917000","12361728","12361728","33955840","33955840","2358547959808","610914304","True","Normal","12087296","12087296","255","1",,"System.Diagnostics.ProcessThreadCollection","254","2358514405376","577359872","False",,,,"32628736","32628736",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.9375000","00:00:01.9531250","00:00:01.0156250","msedge","0","","True",,
"msedge","1","480","2358926970880","199634944","109772800","26176","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=2116,i,16749516721423523294,15636978392988884723,262144 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2240 /prefetch:2","System.Diagnostics.Process (msedge)","Microsoft Corporation","13.28125","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5504","10",,"False","2026/5/3 10:31:10",,"4520",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26176","26176","109772800","109772800","1288336","1288336","239611904","239611904","370384896","370384896","2359067328512","1130283008","True","AboveNormal","109772800","109772800","255","1",,"System.Diagnostics.ProcessThreadCollection","480","2358926970880","989925376","False",,,,"199634944","199634944",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:05.8906250","00:00:13.2812500","00:00:07.3906250","msedge","0","","True",,
"msedge","1","394","3815982116864","105705472","116633600","33328","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=2 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1777774920009700 --launch-time-ticks=552408927 --skip-read-main-dll --metrics-shmem-handle=4260,i,1925179147290558827,11211742003041165561,2097152 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190708992871164437 --mojo-platform-channel-handle=4900 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","14.6875","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4256","4",,"False","2026/5/3 10:31:12",,"6048",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33328","33328","116633600","116633600","918296","918296","170401792","170401792","253280256","253280256","3818206482432","-19443712","True","Idle","116633600","116633600","255","1",,"System.Diagnostics.ProcessThreadCollection","394","3815982116864","2051158016","False",,,,"105705472","105705472",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:05.0312500","00:00:14.6875000","00:00:09.6562500","msedge","0","","True",,
"msedge","1","385","3814011035648","18259968","175616000","31320","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=2 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1777774920009700 --launch-time-ticks=550766791 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3592,i,3444073488460307884,3082469852069106583,2097152 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=3620 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","13.75","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5892","4",,"False","2026/5/3 10:31:10",,"7468",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31320","31320","175616000","175616000","988400","988400","314695680","314695680","385449984","385449984","3814207320064","276361216","True","Idle","175616000","175616000","255","1",,"System.Diagnostics.ProcessThreadCollection","385","3814011035648","80076800","False",,,,"18259968","18259968",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:03.1875000","00:00:13.7500000","00:00:10.5625000","msedge","0","","True",,
"msedge","1","196","2306596700160","11083776","2519040","8984","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\stanleyzhu\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\stanleyzhu\AppData\Local\Microsoft\Edge\User Data\Crashpad"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=147.0.7727.138 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=prod=Edge --annotation=ver=147.0.3912.98 --initial-client-data=0x2d8,0x2dc,0x2e0,0x2d4,0x2e8,0x7ffc4cf79f48,0x7ffc4cf79f58,0x7ffc4cf79f68","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.140625","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4232","8",,"False","2026/5/3 10:31:10",,"8036",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8984","8984","2519040","2519040","180576","180576","2686976","2686976","11767808","11767808","2306630254592","232816640","True","Normal","2519040","2519040","255","1",,"System.Diagnostics.ProcessThreadCollection","196","2306596700160","199262208","False",,,,"11083776","11083776",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0468750","00:00:00.1406250","00:00:00.0937500","msedge","0","","True",,
"msedge","1","209","2358475501568","21213184","10948608","12520","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=5412,i,6075257708792902181,10705311800910509464,524288 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190708993808206286 --mojo-platform-channel-handle=4000 /prefetch:12","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.421875","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4748","8",,"False","2026/5/3 10:31:13",,"9096",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12520","12520","10948608","10948608","834376","834376","11046912","11046912","22405120","22405120","2358492278784","555233280","True","Normal","10948608","10948608","255","1",,"System.Diagnostics.ProcessThreadCollection","209","2358475501568","538456064","False",,,,"21213184","21213184",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.6406250","00:00:01.4218750","00:00:00.7812500","msedge","0","","True",,
"msedge","1","297","3813902405632","24637440","3460554752","37456","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=2 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1777774920009700 --launch-time-ticks=2777354903 --skip-read-main-dll --metrics-shmem-handle=7672,i,11099844745940148077,7773797634969604306,2097152 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190709009737917719 --mojo-platform-channel-handle=7848 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","76.578125","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2916","4",,"False","2026/5/3 11:08:17",,"9592",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","37456","37456","3460554752","-834412544","849960","849960","4327067648","32100352","4307443712","12476416","3813914783744","-16175104","True","Idle","3460554752","-834412544","255","1",,"System.Diagnostics.ProcessThreadCollection","297","3813902405632","-28553216","False",,,,"24637440","24637440",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:12.8125000","00:01:16.5781250","00:01:03.7656250","msedge","0","","True",,
"msedge","1","185","2358465720320","20652032","11345920","10480","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --startup-read-main-dll --metrics-shmem-handle=2692,i,11080927106936045013,17345492865251618838,524288 --field-trial-handle=2248,i,14326767175088702767,3108337315716462839,262144 --variations-seed-version --pseudonymization-salt-handle=2244,i,4517268465173844299,3580021607784634553,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2704 /prefetch:13","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.84375","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5340","8",,"False","2026/5/3 10:31:10",,"10808",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10480","10480","11345920","11345920","783680","783680","14012416","14012416","24395776","24395776","2358474108928","537063424","True","Normal","11345920","11345920","255","1",,"System.Diagnostics.ProcessThreadCollection","185","2358465720320","528674816","False",,,,"20652032","20652032",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.6406250","00:00:01.8437500","00:00:01.2031250","msedge","0","","True",,
"msedge","1","1868","2445120274432","195227648","84828160","68280","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --single-argument https://claude.ai/settings/usage",,"Microsoft Corporation","43.203125","147.0.3912.98","147.0.3912.98","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6060","8",,"False","2026/5/3 10:31:10",,"11132",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","68280","68280","84828160","84828160","1591560","1591560","105254912","105254912","241774592","241774592","2445273485312","1437093888","True","Normal","84828160","84828160","255","1",,"System.Diagnostics.ProcessThreadCollection","1868","2445120274432","1283883008","False",,,,"195227648","195227648",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:17.4687500","00:00:43.2031250","00:00:25.7343750","msedge","394410","stanleyzwj/powershell-playground: My PowerShell learning journey and 2 more pages - Profile 1 - Microsoft​ Edge","True",,
"msedgewebview2","1","384","2358726328320","100499456","45555712","19584","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.98\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\stanleyzhu\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView"" --webview-exe-name=WebViewHost.exe --webview-exe-version=19.2505.37051.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1756,i,4236040762436064714,18164927732485133215,262144 --field-trial-handle=1824,i,14864020749980923361,17770510122850921722,262144 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msEnhancedTrackingPreventionEnabled --variations-seed-version --pseudonymization-salt-handle=1828,i,10655535722116381713,2181991187965251576,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1812 /prefetch:2 /pfhostedapp:e3b301f51e8564ca7068baaa0849ebe6b2fc5525","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","2.71875","147.0.3912.98","147.0.3912.98","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2576","10",,"False","2026/5/3 10:22:28",,"2624",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19584","19584","45555712","45555712","1057208","1057208","51089408","51089408","134160384","134160384","2358738911232","801865728","True","AboveNormal","45555712","45555712","255","1",,"System.Diagnostics.ProcessThreadCollection","384","2358726328320","789282816","False",,,,"100499456","100499456",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:01.1875000","00:00:02.7187500","00:00:01.5312500","msedgewebview2","0","","True",,
